panel_id,asset_id,layer,layer_label,segment_id,point_index,panel_x,panel_y,source_x,source_y,closed_layer,connected_layer
A10_P03,A10,dimple_boundary,Central dimple boundary,5,0,154.1369,124.893,539.1369,479.89300000000003,True,True
A10_P03,A10,dimple_boundary,Central dimple boundary,5,1,150.8803,125.5443,535.8803,480.5443,True,True
A10_P03,A10,dimple_boundary,Central dimple boundary,5,2,146.9723,125.9785,531.9723,480.9785,True,True
A10_P03,A10,dimple_boundary,Central dimple boundary,5,3,142.413,125.3272,527.413,480.3272,True,True
A10_P03,A10,dimple_boundary,Central dimple boundary,6,0,135.4656,123.1561,520.4656,478.1561,True,True
A10_P03,A10,dimple_boundary,Central dimple boundary,6,1,131.9919,120.985,516.9919,475.985,True,True
A10_P03,A10,dimple_boundary,Central dimple boundary,6,2,128.9523,118.5968,513.9523,473.59680000000003,True,True
A10_P03,A10,dimple_boundary,Central dimple boundary,6,3,125.2615,114.6889,510.2615,469.6889,True,True
A10_P03,A10,dimple_boundary,Central dimple boundary,6,4,123.0904,109.2612,508.0904,464.26120000000003,True,True
A10_P03,A10,dimple_boundary,Central dimple boundary,6,5,120.7022,102.3137,505.7022,457.3137,True,True
A10_P03,A10,dimple_boundary,Central dimple boundary,6,6,120.0509,94.932,505.0509,449.932,True,True
A10_P03,A10,dimple_boundary,Central dimple boundary,6,7,119.1825,89.5043,504.1825,444.5043,True,True
A10_P03,A10,dimple_boundary,Central dimple boundary,6,8,118.9654,82.9911,503.9654,437.9911,True,True
A10_P03,A10,dimple_boundary,Central dimple boundary,6,9,117.8798,76.695,502.8798,431.695,True,True
A10_P03,A10,dimple_boundary,Central dimple boundary,6,10,118.5312,69.5304,503.5312,424.5304,True,True
A10_P03,A10,dimple_boundary,Central dimple boundary,6,11,119.8338,59.5434,504.8338,414.5434,True,True
A10_P03,A10,dimple_boundary,Central dimple boundary,6,12,122.0049,52.8131,507.0049,407.8131,True,True
A10_P03,A10,dimple_boundary,Central dimple boundary,6,13,123.9589,46.9512,508.95889999999997,401.9512,True,True
A10_P03,A10,dimple_boundary,Central dimple boundary,6,14,126.9984,41.7406,511.9984,396.7406,True,True
A10_P03,A10,dimple_boundary,Central dimple boundary,6,15,129.8208,38.2668,514.8208,393.2668,True,True
A10_P03,A10,dimple_boundary,Central dimple boundary,6,16,133.5116,34.576,518.5116,389.576,True,True
A10_P03,A10,dimple_boundary,Central dimple boundary,6,17,138.288,31.7536,523.288,386.7536,True,True
A10_P03,A10,dimple_boundary,Central dimple boundary,6,18,143.4986,30.668,528.4986,385.668,True,True
A10_P03,A10,dimple_boundary,Central dimple boundary,6,19,146.7552,30.8851,531.7552000000001,385.8851,True,True
