branch_id,truncation,scale,k,theta_outer,theta_inner,p_outer,p_inner,tau_outer,tau_inner,dot_d,cross_norm_c,delta_ambient_directed_rad,delta_ambient_directed_deg,residual_ambient_directed,directed_state,delta_ambient_line_rad,delta_ambient_line_deg,line_state,intrinsic_s1_reference_deg,ambient_minus_intrinsic_deg,zero_tolerance_rad,parallel_transport_used,image_pixel_data_used,technical_error
AMB-DIAGRAM-G30,AOG-DIAGRAM,G30,0.5773502691896257,1.0,10.42477796076938,"[0.2701511529340699, 0.42073549240394825, 0.8660254037844387]","[-0.02987750726807621, -0.04653146061273484, 0.9984699082760038]","[0.9424148891056268, 0.06863905338196455, -0.3273268353539886]","[-0.8890725085665676, 0.4577360356170584, -0.005272210990604149]",-0.8047308652451822,0.5936398188478773,2.506018291875694,143.58427150706095,1.899858344848469,AMBIENT_DIRECTED_NOT_PARALLEL,0.6355743617140994,36.415728492939074,AMBIENT_LINE_NOT_PARALLEL,144.5776221089075,-0.9933506018465437,1e-10,False,False,
AMB-DIAGRAM-GHALF,AOG-DIAGRAM,GHALF,0.5463024898437905,1.0,10.42477796076938,"[0.2590347239999258, 0.4034226801113349, 0.8775825618903728]","[-0.02827532946459913, -0.04403621652532901, 0.9986297198550637]","[0.9452187336596601, 0.08099207119365641, -0.31623065939688716]","[-0.8890876811620606, 0.4577097249404188, -0.004990280637022606]",-0.8017333937355821,0.5976818261995474,2.5009861241203004,143.29594953287508,1.89827995497797,AMBIENT_DIRECTED_NOT_PARALLEL,0.6406065294694927,36.70405046712493,AMBIENT_LINE_NOT_PARALLEL,144.2022631722743,-0.9063136393992011,1e-10,False,False,
