crop_id,crop_file_sha256,crop_pixel_sha256,landmark_id,pass_number,operator,segment_id,sequence_index,x_px,y_px,local_stroke_width_px,source_feature,operator_note,timestamp_utc
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-GC-Y0,1,Salah-Eddin Gherbi,S05,0,1280.54723883,749.410947915,2,printed curve labelled y=0 (x-axis),solid front-side run started near the spiral; stopped before great circle projection of x = 1 or stopped before the curve between UCLL and UCLR nodes,2026-07-31T20:11:49Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-GC-Y0,1,Salah-Eddin Gherbi,S05,1,1282.99051642,753.686683702,2,printed curve labelled y=0 (x-axis),solid front-side run started near the spiral; stopped before great circle projection of x = 1 or stopped before the curve between UCLL and UCLR nodes,2026-07-31T20:11:49Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-GC-Y0,1,Salah-Eddin Gherbi,S05,2,1285.28108916,757.198895241,2,printed curve labelled y=0 (x-axis),solid front-side run started near the spiral; stopped before great circle projection of x = 1 or stopped before the curve between UCLL and UCLR nodes,2026-07-31T20:11:49Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-GC-Y0,1,Salah-Eddin Gherbi,S05,3,1287.26625221,760.863811631,2,printed curve labelled y=0 (x-axis),solid front-side run started near the spiral; stopped before great circle projection of x = 1 or stopped before the curve between UCLL and UCLR nodes,2026-07-31T20:11:49Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-GC-Y0,1,Salah-Eddin Gherbi,S05,4,1289.86223465,764.681432869,2,printed curve labelled y=0 (x-axis),solid front-side run started near the spiral; stopped before great circle projection of x = 1 or stopped before the curve between UCLL and UCLR nodes,2026-07-31T20:11:49Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-GC-Y0,1,Salah-Eddin Gherbi,S05,5,1292.76362679,768.804463807,2,printed curve labelled y=0 (x-axis),solid front-side run started near the spiral; stopped before great circle projection of x = 1 or stopped before the curve between UCLL and UCLR nodes,2026-07-31T20:11:49Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-GC-Y0,1,Salah-Eddin Gherbi,S05,6,1294.74878983,773.385609293,2,printed curve labelled y=0 (x-axis),solid front-side run started near the spiral; stopped before great circle projection of x = 1 or stopped before the curve between UCLL and UCLR nodes,2026-07-31T20:11:49Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-GC-Y0,1,Salah-Eddin Gherbi,S05,7,1297.80288682,777.81404993,2,printed curve labelled y=0 (x-axis),solid front-side run started near the spiral; stopped before great circle projection of x = 1 or stopped before the curve between UCLL and UCLR nodes,2026-07-31T20:11:49Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-GC-Y0,1,Salah-Eddin Gherbi,S05,8,1299.78804987,781.17355662,2,printed curve labelled y=0 (x-axis),solid front-side run started near the spiral; stopped before great circle projection of x = 1 or stopped before the curve between UCLL and UCLR nodes,2026-07-31T20:11:49Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-GC-Y0,1,Salah-Eddin Gherbi,S05,9,1302.07862261,785.296587558,2,printed curve labelled y=0 (x-axis),solid front-side run started near the spiral; stopped before great circle projection of x = 1 or stopped before the curve between UCLL and UCLR nodes,2026-07-31T20:11:49Z
