crop_id,crop_file_sha256,crop_pixel_sha256,landmark_id,pass_number,operator,segment_id,sequence_index,x_px,y_px,local_stroke_width_px,source_feature,operator_note,timestamp_utc
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-SPIRAL-SPHERICAL,2,Salah-Eddin Gherbi,S01,0,1224.09645533,691.380661809,14,thick reciprocal-spiral projection in the spherical panel,First innermost spiral arc started near the central node; stopped before dashed back-hemisphere of y = 0,2026-08-04T08:37:32Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-SPIRAL-SPHERICAL,2,Salah-Eddin Gherbi,S01,1,1224.76835667,689.181711976,14,thick reciprocal-spiral projection in the spherical panel,First innermost spiral arc started near the central node; stopped before dashed back-hemisphere of y = 0,2026-08-04T08:37:32Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-SPIRAL-SPHERICAL,2,Salah-Eddin Gherbi,S01,2,1225.37917607,687.043844082,14,thick reciprocal-spiral projection in the spherical panel,First innermost spiral arc started near the central node; stopped before dashed back-hemisphere of y = 0,2026-08-04T08:37:32Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-SPIRAL-SPHERICAL,2,Salah-Eddin Gherbi,S01,3,1225.98999547,685.211385887,14,thick reciprocal-spiral projection in the spherical panel,First innermost spiral arc started near the central node; stopped before dashed back-hemisphere of y = 0,2026-08-04T08:37:32Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-SPIRAL-SPHERICAL,2,Salah-Eddin Gherbi,S01,4,1226.78406068,683.317845753,14,thick reciprocal-spiral projection in the spherical panel,First innermost spiral arc started near the central node; stopped before dashed back-hemisphere of y = 0,2026-08-04T08:37:32Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-SPIRAL-SPHERICAL,2,Salah-Eddin Gherbi,S01,5,1227.51704396,681.546469498,14,thick reciprocal-spiral projection in the spherical panel,First innermost spiral arc started near the central node; stopped before dashed back-hemisphere of y = 0,2026-08-04T08:37:32Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-SPIRAL-SPHERICAL,2,Salah-Eddin Gherbi,S01,6,1228.43327306,680.080502943,14,thick reciprocal-spiral projection in the spherical panel,First innermost spiral arc started near the central node; stopped before dashed back-hemisphere of y = 0,2026-08-04T08:37:32Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-SPIRAL-SPHERICAL,2,Salah-Eddin Gherbi,S01,7,1229.65491185,678.125880868,14,thick reciprocal-spiral projection in the spherical panel,First innermost spiral arc started near the central node; stopped before dashed back-hemisphere of y = 0,2026-08-04T08:37:32Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-SPIRAL-SPHERICAL,2,Salah-Eddin Gherbi,S01,8,1230.81546871,676.598832373,14,thick reciprocal-spiral projection in the spherical panel,First innermost spiral arc started near the central node; stopped before dashed back-hemisphere of y = 0,2026-08-04T08:37:32Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-SPIRAL-SPHERICAL,2,Salah-Eddin Gherbi,S01,9,1231.73169781,674.949619998,14,thick reciprocal-spiral projection in the spherical panel,First innermost spiral arc started near the central node; stopped before dashed back-hemisphere of y = 0,2026-08-04T08:37:32Z
