crop_id,crop_file_sha256,crop_pixel_sha256,landmark_id,pass_number,operator,sequence_index,x_px,y_px,local_stroke_width_px,object_type,fit_partition,source_feature,operator_note,timestamp_utc
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-EQUATOR-HORIZON-LIMB,1,Salah-Eddin Gherbi,0,919.079754601,661.009024342,9,closed_contour,calibration,outer circular limb explicitly labelled 'Equator Great Circle (at horizon)',,2026-07-31T14:48:22Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-EQUATOR-HORIZON-LIMB,1,Salah-Eddin Gherbi,1,925.760934099,622.592242232,9,closed_contour,calibration,outer circular limb explicitly labelled 'Equator Great Circle (at horizon)',,2026-07-31T14:48:22Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-EQUATOR-HORIZON-LIMB,1,Salah-Eddin Gherbi,2,935.782703345,585.845754997,9,closed_contour,calibration,outer circular limb explicitly labelled 'Equator Great Circle (at horizon)',,2026-07-31T14:48:22Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-EQUATOR-HORIZON-LIMB,1,Salah-Eddin Gherbi,3,954.155946962,537.407203641,9,closed_contour,calibration,outer circular limb explicitly labelled 'Equator Great Circle (at horizon)',,2026-07-31T14:48:22Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-EQUATOR-HORIZON-LIMB,1,Salah-Eddin Gherbi,4,974.199485454,502.33101128,9,closed_contour,calibration,outer circular limb explicitly labelled 'Equator Great Circle (at horizon)',,2026-07-31T14:48:22Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-EQUATOR-HORIZON-LIMB,1,Salah-Eddin Gherbi,5,1004.26479319,462.243934296,9,closed_contour,calibration,outer circular limb explicitly labelled 'Equator Great Circle (at horizon)',,2026-07-31T14:48:22Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-EQUATOR-HORIZON-LIMB,1,Salah-Eddin Gherbi,6,1029.31921631,437.189511181,9,closed_contour,calibration,outer circular limb explicitly labelled 'Equator Great Circle (at horizon)',,2026-07-31T14:48:22Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-EQUATOR-HORIZON-LIMB,1,Salah-Eddin Gherbi,7,1062.72511379,410.464793192,9,closed_contour,calibration,outer circular limb explicitly labelled 'Equator Great Circle (at horizon)',,2026-07-31T14:48:22Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-EQUATOR-HORIZON-LIMB,1,Salah-Eddin Gherbi,8,1116.17454977,380.399485454,9,closed_contour,calibration,outer circular limb explicitly labelled 'Equator Great Circle (at horizon)',,2026-07-31T14:48:22Z
AOG_P07_SPHERICAL_PROJECTION,ef8b7d652edea5227166e54ca1bf6e81a4c02afd0d78c9d793e615a2db6906f6,afb1df2172f081fa426f2f86c56912079116f6441ba64df367861d00375fddc4,AOG-LM-P07-EQUATOR-HORIZON-LIMB,1,Salah-Eddin Gherbi,9,1146.23985751,367.03712646,9,closed_contour,calibration,outer circular limb explicitly labelled 'Equator Great Circle (at horizon)',,2026-07-31T14:48:22Z
